Country;Product;Import Export;Shipping Method;Port;Category;Quantity;Value;Date;Customs Code;Weight
Martinique;service;Import;Sea;Johnmouth;Toys;3295;305.75;02/05/2022;834834;2158.97
Lao People's Democratic Republic;discussion;Import;Air;Lake Heather;Clothing;8574;1230.06;22/08/2022;900954;4893.54
Kenya;owner;Import;Land;South Melissa;Furniture;9503;7245.04;08/06/2022;846235;4385.6
United Arab Emirates;themselves;Import;Land;Lake Brittanymouth;Machinery;7210;6968.04;26/11/2019;609075;429.03
Cocos (Keeling) Islands;any;Import;Land;Mcguireville;Machinery;8394;4582.97;03/02/2023;174789;2768.55
Bangladesh;while;Import;Air;Susanchester;Machinery;3766;7988.35;08/02/2020;137706;1263.28
Mozambique;marriage;Import;Air;New Larrybury;Toys;4223;5516.16;15/03/2024;420732;3245.31
Cook Islands;field;Import;Sea;West Austinburgh;Clothing;9994;9143.78;04/03/2022;757745;3515.65
Guatemala;other;Import;Sea;West Christopher;Toys;1500;7775.9;03/11/2019;976250;3737.95
Suriname;me;Import;Sea;Shannonport;Furniture;1031;5561.58;15/06/2024;464342;4505.21
Gabon;attention;Import;Land;Port Brendan;Machinery;9883;417.66;12/11/2019;702106;546.14
Azerbaijan;strategy;Import;Land;North Kaitlynhaven;Furniture;9465;962.44;26/03/2021;570318;4697.21
Lao People's Democratic Republic;war;Import;Sea;Michaelview;Machinery;4571;237.52;30/06/2024;558559;2097.43
Serbia;nearly;Import;Land;East Philipshire;Electronics;3796;5296.85;30/10/2023;135877;2196.68
Saint Helena;morning;Import;Air;Michealside;Machinery;1402;4652.48;22/07/2021;941475;1809.69
Singapore;detail;Import;Sea;East Susan;Clothing;533;8851.7;09/07/2021;839720;272.92
Russian Federation;tonight;Import;Land;Marksstad;Clothing;5807;178.96;16/02/2021;316380;1270.89
Equatorial Guinea;still;Import;Sea;New Jeremy;Toys;936;1589.15;23/10/2021;364933;7.11
Mali;society;Import;Air;Pruitthaven;Clothing;1096;2078.25;12/08/2023;165039;3709.21
Tonga;reduce;Import;Air;Victorchester;Toys;9459;7237.51;26/03/2024;526099;2382.99
Libyan Arab Jamahiriya;report;Import;Sea;Lake Timothy;Toys;683;6512.19;16/05/2021;495374;2049.08
Azerbaijan;world;Import;Sea;Victoriaton;Furniture;1287;2627.47;26/07/2020;105354;3840.85
Fiji;thus;Import;Air;Barnesshire;Clothing;2909;9903.86;15/12/2019;333114;738.67
Ukraine;toward;Import;Air;North Cynthiaborough;Clothing;4532;1013.65;29/08/2024;874273;3620.85
Venezuela;long;Import;Land;North Jordanhaven;Furniture;7789;2229.74;16/09/2021;326342;3954.12
Palestinian Territory;two;Import;Land;Burkeland;Electronics;5884;549.37;11/03/2024;120195;623.12
Costa Rica;response;Import;Sea;South Joelfurt;Furniture;3401;9811.38;05/07/2022;781075;2694.21
Bahrain;less;Import;Air;New Billychester;Toys;4944;1759.4;15/02/2021;285242;4997.24
Senegal;hotel;Import;Air;Johnton;Electronics;6617;6073.82;07/05/2022;857753;2398.21
United States Minor Outlying Islands;spring;Import;Sea;Moranport;Clothing;1085;5634.64;15/10/2023;413936;3680.62
Tunisia;herself;Import;Sea;Jimmyport;Furniture;2532;4843.18;29/03/2023;304326;1295.33
France;population;Import;Land;Marshmouth;Machinery;5911;3015.07;07/06/2020;777679;2321.77
Belarus;would;Import;Air;South Kennethville;Clothing;5817;2233.74;01/01/2020;214220;538.9
Croatia;impact;Import;Sea;North Daniel;Clothing;3682;8088.61;30/01/2024;155978;438.16
Algeria;change;Import;Air;Lake Matthewfort;Machinery;8116;7081.33;19/05/2023;701789;403.27
Peru;chance;Import;Air;Racheltown;Toys;1362;3907.1;26/12/2022;920735;645.99
New Zealand;by;Import;Sea;Lake Ruthchester;Electronics;4712;4896.77;18/05/2021;293538;1049.26
Armenia;hard;Import;Air;West Brian;Electronics;5422;6449.47;14/05/2023;695490;1971.12
Chile;our;Import;Sea;East Tara;Toys;8505;6532.31;13/05/2020;721656;4653.64
Canada;budget;Import;Sea;North Christopher;Clothing;6835;5779.37;05/05/2024;871315;562.99
Chile;allow;Import;Air;Cobbbury;Furniture;3088;356.95;25/06/2024;249158;44.45
Puerto Rico;suggest;Import;Land;East Diane;Electronics;7566;5668.17;04/09/2020;865183;1407.57
Niger;conference;Import;Sea;Ochoachester;Furniture;4868;9867.26;19/03/2021;213080;504.35
Vietnam;choice;Import;Air;East Reginaldbury;Machinery;7718;1396.19;13/09/2019;673287;3343.23
Malawi;specific;Import;Air;Allenfurt;Electronics;6840;691.27;24/08/2020;176506;3634.29
American Samoa;car;Import;Air;Monicaview;Clothing;7251;9774.37;11/03/2023;735379;3730.18
Antigua and Barbuda;around;Import;Land;Harrismouth;Furniture;2218;7160;03/02/2021;351530;4876.95
Grenada;Mr;Import;Air;South Amandaport;Clothing;5359;2725.82;06/10/2021;442792;297.78
Nigeria;production;Import;Air;North Sherishire;Clothing;7301;4706.12;20/12/2019;598957;1651.13
Gambia;thing;Import;Air;Deborahport;Clothing;7771;2654.6;06/06/2024;215916;314.11
Luxembourg;teach;Import;Land;North Marco;Electronics;4167;2262.38;07/11/2021;147141;4017.99
Mongolia;after;Import;Sea;Jerryfort;Clothing;9759;6185.09;24/11/2022;288847;4655.73
Thailand;team;Import;Air;Gardnerton;Furniture;1514;9614.47;22/11/2023;926665;3296.25
Malta;eight;Import;Sea;Lake Charlesview;Furniture;2107;2146.87;26/12/2020;878283;2391.75
Armenia;describe;Import;Land;Lake Laura;Furniture;872;8686.39;03/06/2024;400989;2313.75
Syrian Arab Republic;return;Import;Sea;Port Hannah;Electronics;6973;6546.15;28/05/2024;223747;3852.87
Lao People's Democratic Republic;media;Import;Sea;Wolfstad;Electronics;4573;8202.48;04/03/2021;977117;168.75
Timor-Leste;marriage;Import;Land;Hallchester;Toys;9440;2372.96;20/07/2024;973697;2108.57
Saint Helena;value;Import;Sea;East Samanthaburgh;Toys;3863;6037.72;25/06/2021;333606;380.46
Niger;first;Import;Air;Carpenterborough;Clothing;6838;3303.09;11/02/2024;873402;1490.65
Falkland Islands (Malvinas);note;Import;Land;South Cynthiamouth;Clothing;3436;1368.16;31/01/2021;749753;3214.48
Zimbabwe;future;Import;Sea;North Vickieberg;Furniture;3347;4234.57;22/01/2024;999752;4877.74
Saint Pierre and Miquelon;sea;Import;Sea;Shawnfurt;Furniture;6241;5720.45;27/03/2024;178324;4729.25
Burundi;action;Import;Land;Port Baileytown;Clothing;9940;5205.28;30/04/2022;352290;2049.23
Korea;he;Import;Air;Lake Josephstad;Machinery;61;7731.39;09/02/2021;860143;4961.9
Iceland;think;Import;Air;North Kyle;Machinery;734;9574.1;07/05/2023;298164;2735.04
Switzerland;accept;Import;Land;New William;Toys;3088;7796.55;04/05/2023;419425;2918.45
Morocco;all;Import;Sea;West Eric;Electronics;4381;2854.88;27/04/2020;278712;3562.17
Panama;capital;Import;Land;New Tammyland;Clothing;9392;8844.51;01/05/2022;784855;1919.82
Saint Kitts and Nevis;chance;Import;Sea;Hughesfurt;Furniture;2239;6696.85;29/05/2021;355914;4832.76
Singapore;already;Import;Sea;Nathanburgh;Furniture;4421;2864.57;20/08/2023;893872;495.21
Argentina;seem;Import;Air;Brianchester;Furniture;8507;4557.27;04/05/2020;402234;2812.17
Slovakia (Slovak Republic);through;Import;Land;Benjaminhaven;Toys;5309;315.46;23/09/2020;328246;4227.6
Nauru;others;Import;Air;Leeland;Electronics;5394;4432.09;04/06/2022;815522;1264.1
Denmark;protect;Import;Land;Port Alvin;Furniture;2752;2683.64;17/04/2024;215563;621.16
Lao People's Democratic Republic;popular;Import;Sea;Millermouth;Toys;9987;4764.43;26/10/2021;423544;1982.52
Denmark;PM;Import;Land;Paulmouth;Electronics;6071;828.71;02/10/2019;449334;3109.27
Comoros;paper;Import;Air;Thomasstad;Clothing;4719;1430.75;20/04/2021;994318;578.07
Antigua and Barbuda;effort;Import;Land;North Christopher;Clothing;4800;4111.46;25/06/2024;759899;1063.1
Heard Island and McDonald Islands;statement;Import;Air;Cervantesmouth;Clothing;8698;1862.87;22/01/2024;869157;4005.56
Norway;from;Import;Land;West Jeff;Machinery;2038;5212.72;04/09/2020;189412;4964.5
French Polynesia;involve;Import;Land;Ericksonmouth;Toys;5491;7423.82;04/03/2021;508149;557.56
Burkina Faso;offer;Import;Air;Scottton;Clothing;9662;8479.02;24/04/2023;601344;4460.64
French Southern Territories;family;Import;Air;West Frederickberg;Toys;4581;5158.86;27/07/2024;973992;4460.96
French Southern Territories;idea;Import;Land;Brendaville;Clothing;224;102.12;12/03/2021;960981;1544.57
Uruguay;race;Import;Sea;Sullivanmouth;Furniture;4552;258.41;12/10/2019;701212;3427.82
Nauru;stop;Import;Land;Valeriemouth;Electronics;6485;4536.75;31/12/2023;173299;4156.28
Mali;one;Import;Air;Guerreroberg;Clothing;770;2075.84;22/03/2022;128646;4760.44
Svalbard & Jan Mayen Islands;above;Import;Land;North Austin;Furniture;2033;6753.25;15/08/2023;359741;2382.86
Lithuania;seek;Import;Sea;New Markborough;Machinery;4996;6058.49;18/05/2021;897918;2963.16
Bermuda;improve;Import;Sea;Sheliahaven;Toys;3178;9343.4;20/06/2022;704435;2583.69
Saint Pierre and Miquelon;off;Import;Sea;Port Stevenbury;Electronics;2581;3129.51;07/09/2020;754027;316.39
Italy;service;Import;Land;North Linda;Machinery;4632;8714.4;31/12/2022;708562;4489.29
Chad;last;Import;Air;North Diane;Toys;5004;7766.65;05/11/2023;140811;1806.65
Andorra;example;Import;Land;Esparzaville;Furniture;5670;6460.04;02/07/2020;748932;782.18
British Virgin Islands;sea;Import;Sea;Josephfort;Furniture;5655;4840.9;08/12/2021;927257;4969.53
Malawi;none;Import;Air;Samanthaton;Clothing;2342;6967.23;22/12/2023;979267;84.43
Saint Lucia;on;Import;Air;East Alfredview;Machinery;8064;6991.96;05/07/2020;728033;887.24
Cayman Islands;mother;Import;Land;North Kimberly;Machinery;1981;1212.5;13/10/2019;824480;96.72
Benin;man;Import;Land;Flynntown;Electronics;6628;4546.42;07/10/2021;286295;382.37
Netherlands Antilles;describe;Import;Air;New Daniel;Clothing;1361;1243.86;05/02/2024;732565;3415.13
Kuwait;trip;Import;Land;Lawrencehaven;Toys;3889;7562.27;11/12/2021;629221;323.62
Guadeloupe;myself;Import;Air;Rhodesside;Furniture;7682;602.2;02/03/2023;133679;2592.92
Netherlands Antilles;white;Import;Land;Campbellhaven;Furniture;4089;782.33;14/04/2021;899149;2745.17
Botswana;record;Import;Air;West Brandon;Electronics;8983;5032.99;01/07/2022;293086;2335.36
Faroe Islands;current;Import;Air;West Bradleyfurt;Electronics;8876;7722.67;29/03/2021;638612;1158.12
Australia;camera;Import;Air;Gibsonfort;Toys;9319;6629.14;20/05/2021;455721;41.86
Swaziland;door;Import;Sea;Maxwellborough;Clothing;9198;4931.05;08/09/2023;310411;417.73
Venezuela;order;Import;Sea;West Norma;Clothing;1458;5835.78;10/07/2023;553658;103
Turkey;difference;Import;Sea;Lake Williamville;Furniture;5418;8214.14;12/07/2023;388367;1870.33
Iceland;without;Import;Land;West Stevenstad;Machinery;7695;3421.4;13/01/2020;731371;1500.13
Niger;question;Import;Land;Krystalchester;Electronics;2486;8340.16;20/08/2021;351201;4175.08
Algeria;whether;Import;Land;Port Mary;Machinery;7173;9647.7;03/12/2021;623640;3176.73
Barbados;mouth;Import;Air;North Kristinaland;Toys;6077;6935.58;26/11/2020;364821;513.3
Nigeria;write;Import;Sea;Millershire;Electronics;6480;9605.62;06/08/2023;462309;692.5
Israel;left;Import;Sea;Sweeneyberg;Machinery;764;5730.43;01/04/2023;218508;4266.9
Saint Lucia;become;Import;Sea;Courtneyshire;Electronics;2623;2217.23;25/12/2019;262277;2161.28
Peru;experience;Import;Sea;West Josephberg;Toys;4621;2057.84;17/05/2021;367946;3308.07
Uganda;civil;Import;Air;Ramirezhaven;Furniture;5952;7587.06;05/04/2021;590704;4182.03
Dominica;executive;Import;Air;Russellberg;Furniture;8410;8122.88;08/04/2024;127020;4820.51
Romania;treat;Import;Land;Victorville;Clothing;5525;7333.12;15/11/2022;738916;358.17
New Zealand;charge;Import;Sea;Port Annland;Machinery;4108;6496.8;08/03/2022;110839;3535.09
Myanmar;positive;Import;Air;East Dylanton;Electronics;2337;663.07;10/07/2024;509408;529.72
Tanzania;model;Import;Air;Samuelton;Electronics;6691;8429.62;10/12/2019;960647;2627.84
Tanzania;officer;Import;Sea;Jamesmouth;Electronics;3315;3897.01;05/12/2019;707780;3431.46
Ecuador;against;Import;Sea;Stoutmouth;Clothing;8810;9768.34;16/12/2022;840257;4873.87
Afghanistan;consumer;Import;Land;Port Larryfurt;Toys;5041;244.02;29/09/2020;752132;4586.29
Tokelau;paper;Import;Sea;Flemingland;Toys;8313;666.12;05/09/2022;476381;29.17
Aruba;lose;Import;Air;New Todd;Clothing;8624;5600;02/11/2020;489631;4539.81
Vietnam;window;Import;Air;Harringtonville;Clothing;156;9425.28;13/06/2024;994954;3052.04
Mauritius;when;Import;Sea;East Daniel;Furniture;7180;6704.14;31/03/2020;939943;2128.73
Estonia;indicate;Import;Sea;Lake Anthony;Toys;6091;8853.99;01/08/2024;731898;170.98
Greenland;again;Import;Sea;Romeroton;Clothing;1761;5759.34;29/06/2020;983682;730.29
United States Minor Outlying Islands;politics;Import;Land;West Johnny;Electronics;1236;3536.38;09/04/2020;475308;2848.61
Bolivia;each;Import;Sea;New Erinstad;Furniture;7253;2208.28;11/06/2020;720758;2802.58
Tokelau;box;Import;Sea;South Timothy;Machinery;8532;456.3;02/12/2020;870357;2645.7
Sri Lanka;box;Import;Sea;Lake Sara;Electronics;316;3888.39;19/07/2023;459228;4507.06
Romania;exactly;Import;Land;West Stephanieside;Machinery;1190;8760.87;27/05/2021;622538;2620.77
Gibraltar;Mrs;Import;Land;Territon;Machinery;1742;5155.69;21/09/2022;339066;4311.98
Liechtenstein;place;Import;Sea;Janetfort;Electronics;1522;127;08/10/2022;805140;3884.75
Bangladesh;she;Import;Land;Crystalmouth;Electronics;2089;3312.47;21/11/2023;791699;2201.5
Nauru;treatment;Import;Sea;New Kristaside;Toys;5047;6755.91;16/03/2021;390409;136.47
Ecuador;American;Import;Air;Pinedabury;Clothing;3509;4425;11/04/2022;282019;109.26
Jersey;live;Import;Land;East Regina;Electronics;2098;2189.09;29/04/2023;496293;4156.97
Reunion;certain;Import;Land;Russellside;Furniture;52;5604.7;16/10/2022;624192;4043.08
Congo;serve;Import;Land;Elizabethberg;Clothing;4731;8579.87;22/04/2021;909294;3982.4
Nauru;step;Import;Land;Lake Jamie;Clothing;9084;904.17;08/07/2020;159098;161.54
Afghanistan;new;Import;Land;New Bobby;Furniture;3009;7375.34;20/06/2022;954076;1190.35
Netherlands Antilles;run;Import;Land;Baileyland;Toys;3876;1410.47;02/09/2022;254582;744.86
Saint Kitts and Nevis;several;Import;Air;Shellyburgh;Toys;5581;4016.32;18/07/2021;912308;1695.08
Montenegro;friend;Import;Air;East Cynthia;Machinery;8860;4364.64;06/11/2020;755286;519.34
Mauritius;reveal;Import;Land;Pricebury;Machinery;8896;9979.15;01/01/2020;548251;1852.43
Afghanistan;beat;Import;Sea;Andreaport;Clothing;1088;7669.99;19/04/2021;296996;2785.84
Poland;across;Import;Land;Bobbybury;Electronics;167;6679.21;28/03/2024;490139;4336.09
New Zealand;week;Import;Land;West Michaelstad;Furniture;3394;1658.73;18/04/2021;301843;3799.08
Kenya;view;Import;Land;New Lori;Electronics;8060;6176.61;05/12/2023;516992;778.25
Estonia;expert;Import;Sea;West Mario;Furniture;2182;9494.82;22/09/2019;249554;1272.91
Holy See (Vatican City State);agreement;Import;Air;Kirkchester;Electronics;9182;5144;24/02/2022;758030;2896.55
Wallis and Futuna;or;Import;Land;East Nicolestad;Clothing;7922;6497.7;31/07/2023;196054;3454.03
Burkina Faso;maybe;Import;Sea;Lake Cheyennemouth;Toys;3028;7789.88;19/09/2022;538486;4029.07
Antigua and Barbuda;nearly;Import;Land;Hendersonton;Clothing;3060;7035.46;07/03/2023;840406;4333.46
Sri Lanka;school;Import;Sea;Andrewmouth;Clothing;783;134.56;07/09/2020;640615;3359.72
Saint Helena;role;Import;Sea;Lindaside;Electronics;2357;5522.74;15/07/2020;561583;4919.6
French Guiana;air;Import;Sea;East Janiceton;Furniture;8758;2222.69;21/03/2020;193774;3140.34
Russian Federation;age;Import;Air;Garyborough;Clothing;5297;7495.61;21/06/2022;473574;2551.8
Kyrgyz Republic;program;Import;Sea;West William;Machinery;3439;784.78;17/10/2019;466070;2275.34
Guadeloupe;including;Import;Air;Port Scottbury;Toys;3088;1008.64;07/11/2022;490697;4996.56
Jamaica;southern;Import;Air;Howardton;Furniture;7951;9933.54;14/08/2024;655095;1614.12
Samoa;simple;Import;Sea;West Annettestad;Electronics;3696;8303.36;01/07/2024;979292;4069.65
Ukraine;no;Import;Land;North Leroyburgh;Clothing;9221;9530.25;05/09/2022;952301;2126.34
Dominica;radio;Import;Land;Martinezmouth;Furniture;5989;1652.21;26/10/2023;427815;1278.51
Cyprus;hear;Import;Land;Clayville;Clothing;2361;4821.61;19/06/2023;964129;1563.67
Portugal;beat;Import;Sea;Lake Michael;Machinery;456;2686.67;28/11/2021;769958;4224.46
Cote d'Ivoire;foot;Import;Land;Gilesville;Electronics;9110;2960.63;09/07/2021;988451;4985.87
Cuba;even;Import;Land;Lake Stephanie;Electronics;2051;7655.15;24/01/2021;625358;2071.11
Djibouti;knowledge;Import;Air;South Jameshaven;Toys;4641;5409.76;25/11/2023;975582;1813.46
Algeria;there;Import;Air;Gilmorebury;Furniture;2700;5364.52;06/08/2023;947619;2690.99
British Virgin Islands;home;Import;Sea;Martinezberg;Toys;5509;2230.82;15/02/2024;363375;834.56
Madagascar;now;Import;Sea;Rayland;Toys;7381;4486.24;23/08/2022;917750;4906.95
British Indian Ocean Territory (Chagos Archipelago);worry;Import;Land;New John;Toys;8548;5207.9;26/12/2023;387688;148.46
Gibraltar;cover;Import;Land;Fernandezport;Furniture;6305;2959.72;27/07/2022;554637;2170.84
Estonia;scene;Import;Land;Lake Andrewberg;Toys;6810;4425.66;02/05/2020;817457;981.25
British Virgin Islands;past;Import;Land;Lake Jordan;Machinery;152;6198.18;04/12/2022;639022;4091.93
Vietnam;both;Import;Land;West Alexischester;Machinery;3317;9406.64;19/08/2022;597901;1217.67
Monaco;century;Import;Air;Port Davidhaven;Clothing;3766;7875.63;20/08/2021;590598;3889.82
Norway;manage;Import;Sea;Josephton;Toys;1071;3992.39;27/10/2019;340398;3915.22
Bahamas;pattern;Import;Sea;Alexandermouth;Toys;1381;201.05;02/11/2021;141928;2696.05
French Southern Territories;spring;Import;Sea;New Chadtown;Electronics;6203;3357.91;26/08/2024;713411;1893.58
Tonga;professional;Import;Sea;Lake Shannonmouth;Clothing;3897;1857.69;24/03/2022;621600;193.03
Ireland;night;Import;Land;Adambury;Machinery;25;1647.14;26/07/2022;679106;2641.23
United States Minor Outlying Islands;spring;Import;Sea;North Jeffrey;Clothing;7124;7022.01;03/10/2022;253971;695.7
Congo;fire;Import;Air;North Cory;Machinery;6305;4787.18;28/03/2023;678476;4854.97
Guernsey;allow;Import;Sea;New Dalton;Electronics;4437;2109.86;13/09/2022;526067;3232.95
Hong Kong;home;Import;Sea;Robertberg;Furniture;9833;338.17;26/02/2023;154819;4195.52
Kyrgyz Republic;well;Import;Sea;Scottmouth;Toys;6902;3033.86;31/12/2019;197402;1673.49
Holy See (Vatican City State);focus;Import;Land;East Danielmouth;Electronics;7497;6623.37;20/11/2019;201172;635.9
Malta;above;Import;Air;Julianland;Clothing;1106;5842.52;26/12/2019;112764;3004.84
Uruguay;him;Import;Sea;Jeremymouth;Electronics;8230;9598.7;05/06/2021;923234;396.23
Puerto Rico;with;Import;Land;Moorefurt;Furniture;7220;325.37;07/12/2019;911252;3335.78
El Salvador;current;Import;Air;Lake Dustinbury;Clothing;4406;6192.09;23/08/2020;212469;4725.68
Syrian Arab Republic;use;Import;Air;West Tammyport;Machinery;1961;9918.56;27/10/2019;689653;2159.55
Moldova;gas;Import;Sea;East Joel;Clothing;7026;4331.32;11/02/2023;171074;3182.76
Eritrea;Mr;Import;Sea;Rushville;Machinery;131;9487.28;06/03/2023;422940;4291.12
Papua New Guinea;half;Import;Sea;North Kenneth;Machinery;1954;2272.27;24/12/2021;930213;108.35
Christmas Island;few;Import;Land;Ashleyton;Electronics;8203;5675.84;25/11/2023;387754;3789.44
Saudi Arabia;whose;Import;Land;East Sarahview;Clothing;7458;678.68;31/05/2023;641216;3537.29
Slovenia;staff;Import;Sea;West Stevenborough;Furniture;6122;8831.85;11/08/2023;313297;230.59
Peru;response;Import;Air;New Jim;Machinery;9251;2661.51;12/12/2021;543423;3360.95
Congo;capital;Import;Sea;Port Jane;Furniture;2408;3224.51;17/01/2024;960598;4879.51
Senegal;foreign;Import;Land;Kerrberg;Furniture;4437;5349.67;27/03/2023;790200;88.57
Georgia;first;Import;Sea;East Vincentburgh;Furniture;6297;7411.33;31/12/2020;539271;3905
Denmark;hour;Import;Air;Lake Nathaniel;Furniture;8611;6678.11;09/08/2021;576101;3308.34
Panama;direction;Import;Land;North Catherineton;Clothing;3516;8157.06;21/12/2021;885658;4813.09
Guinea-Bissau;southern;Import;Land;Christopherburgh;Furniture;382;8983.21;17/01/2020;764681;1373.64
